trials = 10, intial chaos = 0.8, agile

0.29056468223571,10,0.6,sinu
0.37478772830512,10,0.7,bernoulli
0.30435536829433,10,0.7,chebyshev
0.37825474741887,10,0.7,circle
0.54073715385595,10,0.7,gauss
0.33075660506019,10,0.7,logistic
0.429967086,10,0.7,sine
0.41238330102339,10,0.7,singer
1.7699882867748,10,0.7,sinu
0.58631487250357,10,0.8,bernoulli
0.20514157851732,10,0.8,chebyshev
0.30982696533113,10,0.8,circle
0.46425949398756,10,0.8,gauss
0.29719586875968,10,0.8,logistic
0.73421028219221,10,0.8,sine
0.68308130017539,10,0.8,singer
0.31139384194622,10,0.8,sinu
107.28557950628,10,0.9,bernoulli
107.25495766742,10,0.9,chebyshev
107.26524758961,10,0.9,circle
107.28497053622,10,0.9,gauss
107.28564645069,10,0.9,logistic
107.2200739994,10,0.9,sine
107.28563068083,10,0.9,singer
107.28566672846,10,0.9,sinu
0.45656552310001,20,0.1,bernoulli
0.3912703690887,20,0.1,chebyshev
1.1866960065475,20,0.1,circle
0.83496350436735,20,0.1,gauss
0.36166215629636,20,0.1,logistic
0.88982353971521,20,0.1,sine
0.45592729341198,20,0.1,singer
1.713425457566,20,0.1,sinu
0.10308085208649,20,0.2,bernoulli
0.1826689114774,20,0.2,chebyshev
0.39789052375237,20,0.2,circle
0.20601573416748,20,0.2,gauss
0.31857047018304,20,0.2,logistic
0.1783980400937,20,0.2,sine
0.23153338726593,20,0.2,singer
1.8809358973843,20,0.2,sinu
0.11628530314864,20,0.3,bernoulli
0.17428046793849,20,0.3,chebyshev
0.20622001974149,20,0.3,circle
0.41955170281598,20,0.3,gauss
0.36471689303412,20,0.3,logistic
0.95268580565964,20,0.3,sine
0.15656858581848,20,0.3,singer
1.7165023638439,20,0.3,sinu
0.1296254367725,20,0.4,bernoulli
0.14015946233409,20,0.4,chebyshev
0.1763276104289,20,0.4,circle
0.15251529609792,20,0.4,gauss
0.133252418437,20,0.4,logistic
0.13576983306557,20,0.4,sine
0.11134789787142,20,0.4,singer
0.8475185112351,20,0.4,sinu
0.23139350469448,20,0.5,bernoulli
0.10902189489875,20,0.5,chebyshev
0.17373886585128,20,0.5,circle
0.12957409730719,20,0.5,gauss
0.1876934843385,20,0.5,logistic
0.18306361962244,20,0.5,sine
0.14664743630168,20,0.5,singer
1.4554314480803,20,0.5,sinu
0.11865536092572,20,0.6,bernoulli
0.12162530378783,20,0.6,chebyshev
0.197544814103,20,0.6,circle
0.4860297377013,20,0.6,gauss
0.15801465222386,20,0.6,logistic
0.33166152555524,20,0.6,sine
0.1387885430071,20,0.6,singer
0.14391637270707,20,0.6,sinu
0.11927303952742,20,0.7,bernoulli
0.17324693075084,20,0.7,chebyshev
0.14226668405563,20,0.7,circle
0.10726947972945,20,0.7,gauss
0.1326234206418,20,0.7,logistic
0.12688130216301,20,0.7,sine
0.14720166661271,20,0.7,singer
1.9317343764235,20,0.7,sinu
0.32305646782936,20,0.8,bernoulli
0.13947043098909,20,0.8,chebyshev
0.27741246005478,20,0.8,circle
0.19701744150675,20,0.8,gauss
0.27791721145783,20,0.8,logistic
0.1360883942267,20,0.8,sine
0.13848578816658,20,0.8,singer
1.6549313803918,20,0.8,sinu
0.14550421375824,20,0.9,bernoulli
0.14431790729695,20,0.9,chebyshev
0.15090387543692,20,0.9,circle
0.12478167782121,20,0.9,gauss
0.15471690089746,20,0.9,logistic
0.117418652511,20,0.9,sine
0.14686669145621,20,0.9,singer
1.9181209170868,20,0.9,sinu
0.19565016878223,30,0.1,bernoulli
0.14653454040107,30,0.1,chebyshev
0.37550136707198,30,0.1,circle
0.28203569818934,30,0.1,gauss
0.2377313202538,30,0.1,logistic
0.28259129205998,30,0.1,sine
0.17183904196195,30,0.1,singer
1.6068811823798,30,0.1,sinu
0.097282415507259,30,0.2,bernoulli
0.14128134718435,30,0.2,chebyshev
0.12511998705905,30,0.2,circle
0.16219381973701,30,0.2,gauss
0.13805602876057,30,0.2,logistic
0.30104507629447,30,0.2,sine
0.45700336881987,30,0.2,singer
1.7020027810425,30,0.2,sinu
0.097463924046535,30,0.3,bernoulli
0.099155126015839,30,0.3,chebyshev
0.1805623081241,30,0.3,circle
0.18210400824649,30,0.3,gauss
0.19588370908922,30,0.3,logistic
0.36808412567895,30,0.3,sine
0.33063693767184,30,0.3,singer
1.5528456359624,30,0.3,sinu
0.103450571798,30,0.4,bernoulli
0.099648568905316,30,0.4,chebyshev
0.18159148052013,30,0.4,circle
0.28385411527945,30,0.4,gauss
0.11841039039507,30,0.4,logistic
0.10735712980128,30,0.4,sine
0.10511520292049,30,0.4,singer
0.40144849647174,30,0.4,sinu
0.10831609224519,30,0.5,bernoulli
0.11049223650276,30,0.5,chebyshev
0.11523231752561,30,0.5,circle
0.1337942074735,30,0.5,gauss
0.12248240516283,30,0.5,logistic
0.1434350033491,30,0.5,sine
0.1276487577771,30,0.5,singer
0.11618084413489,30,0.5,sinu
0.096010432918541,30,0.6,bernoulli
0.13156148099414,30,0.6,chebyshev
0.12131527353253,30,0.6,circle
0.10108520838306,30,0.6,gauss
0.11186465924618,30,0.6,logistic
0.12537402860492,30,0.6,sine
0.13528044154998,30,0.6,singer
0.13788071470316,30,0.6,sinu
0.13851879150695,30,0.7,bernoulli
0.13092056136905,30,0.7,chebyshev
0.22938894754652,30,0.7,circle
0.12342652190341,30,0.7,gauss
0.11591856905322,30,0.7,logistic
0.1131217437579,30,0.7,sine
0.12319087631808,30,0.7,singer
0.15726171913545,30,0.7,sinu
0.23914173615399,30,0.8,bernoulli
0.13832634164153,30,0.8,chebyshev
0.11589767938191,30,0.8,circle
0.11775723465034,30,0.8,gauss
0.26426296307435,30,0.8,logistic
0.11673132498092,30,0.8,sine
0.13238679867226,30,0.8,singer
1.6270824435644,30,0.8,sinu
0.14626773773812,30,0.9,bernoulli
0.1397534660033,30,0.9,chebyshev
0.13830936395741,30,0.9,circle
0.11616153048633,30,0.9,gauss
0.13424586463203,30,0.9,logistic
0.2109436764959,30,0.9,sine
0.13185390714839,30,0.9,singer
1.24525781741,30,0.9,sinu
0.13196184427793,40,0.1,bernoulli
0.090010247537265,40,0.1,chebyshev
0.2023776360662,40,0.1,circle
0.11631285462788,40,0.1,gauss
0.25922616925386,40,0.1,logistic
0.68119629935978,40,0.1,sine
0.10445251359306,40,0.1,singer
1.4063256327405,40,0.1,sinu
0.64528932967157,40,0.2,bernoulli
0.080632629756863,40,0.2,chebyshev
0.10132414931442,40,0.2,circle
0.091691477001137,40,0.2,gauss
0.10348045718028,40,0.2,logistic
0.10929389460823,40,0.2,sine
0.096126671413083,40,0.2,singer
1.6574231792945,40,0.2,sinu
0.092879829268173,40,0.3,bernoulli
0.098826754027624,40,0.3,chebyshev
0.12119873171983,40,0.3,circle
0.093570430082495,40,0.3,gauss
0.10925386726689,40,0.3,logistic
0.13072363606685,40,0.3,sine
0.091953433462176,40,0.3,singer
1.398736250726,40,0.3,sinu
0.10466350525059,40,0.4,bernoulli
0.1258197371575,40,0.4,chebyshev
0.098109796362193,40,0.4,circle
0.10336953136659,40,0.4,gauss
0.10335934933994,40,0.4,logistic
0.13295793282029,40,0.4,sine
0.11407663395251,40,0.4,singer
0.096101457750214,40,0.4,sinu
0.10482070017541,40,0.5,bernoulli
0.11922645113126,40,0.5,chebyshev
0.11692133861533,40,0.5,circle
0.11092350151708,40,0.5,gauss
0.1054526399758,40,0.5,logistic
0.10296229630389,40,0.5,sine
0.10988813594138,40,0.5,singer
0.11444880698729,40,0.5,sinu
0.10605586694297,40,0.6,bernoulli
0.1255536369557,40,0.6,chebyshev
0.099850044395036,40,0.6,circle
0.12359459869554,40,0.6,gauss
0.11900302029287,40,0.6,logistic
0.10749243653174,40,0.6,sine
0.11618271107392,40,0.6,singer
0.11840252591228,40,0.6,sinu
0.12705620003519,40,0.7,bernoulli
0.12846631585293,40,0.7,chebyshev
0.11113011228422,40,0.7,circle
0.12384146443549,40,0.7,gauss
0.21502769735292,40,0.7,logistic
0.12105359291998,40,0.7,sine
0.12237648285899,40,0.7,singer
0.1698168650273,40,0.7,sinu
0.10287983270477,40,0.8,bernoulli
0.13265961335873,40,0.8,chebyshev
0.10762113396309,40,0.8,circle
0.21228617199372,40,0.8,gauss
0.10794024619182,40,0.8,logistic
0.1313080663851,40,0.8,sine
0.1307990794361,40,0.8,singer
1.3978781954132,40,0.8,sinu
0.12140402660604,40,0.9,bernoulli
0.13608398533381,40,0.9,chebyshev
0.10008135041782,40,0.9,circle
0.10156215149949,40,0.9,gauss
0.12777937999353,40,0.9,logistic
0.12873195602403,40,0.9,sine
0.12356688009792,40,0.9,singer
0.12230382493725,40,0.9,sinu
0.091885908274855,50,0.1,bernoulli
0.084033600695999,50,0.1,chebyshev
0.19597329511161,50,0.1,circle
0.11389709769,50,0.1,gauss
0.13914461737452,50,0.1,logistic
0.19087630963312,50,0.1,sine
0.13001899934031,50,0.1,singer
1.3434210931769,50,0.1,sinu
0.092300312113472,50,0.2,bernoulli
0.099634475076718,50,0.2,chebyshev
0.18274570374481,50,0.2,circle
0.20911282131404,50,0.2,gauss
0.10037983611444,50,0.2,logistic
0.081809464901583,50,0.2,sine
0.088276936268352,50,0.2,singer
0.10252525390078,50,0.2,sinu
0.089605500886277,50,0.3,bernoulli
0.10340231214462,50,0.3,chebyshev
0.086000391973281,50,0.3,circle
0.11066066621945,50,0.3,gauss
0.23656061714599,50,0.3,logistic
0.14140055006729,50,0.3,sine
0.1019057105315,50,0.3,singer
0.097265650069813,50,0.3,sinu
0.1014627769681,50,0.4,bernoulli
0.096288627362135,50,0.4,chebyshev
0.11021612882336,50,0.4,circle
0.10509271259782,50,0.4,gauss
0.10321811949173,50,0.4,logistic
0.10502584311093,50,0.4,sine
0.10867018296618,50,0.4,singer
1.3483974934356,50,0.4,sinu
0.10540341173566,50,0.5,bernoulli
0.12477834511249,50,0.5,chebyshev
0.097800293814845,50,0.5,circle
0.11814465398049,50,0.5,gauss
0.10797362756956,50,0.5,logistic
0.11716386526373,50,0.5,sine
0.12667807661517,50,0.5,singer
1.489256876277,50,0.5,sinu
0.11410406751004,50,0.6,bernoulli
0.12190353978508,50,0.6,chebyshev
0.095397280584811,50,0.6,circle
0.11013691029676,50,0.6,gauss
0.099695889160984,50,0.6,logistic
0.11544440165524,50,0.6,sine
0.10717212548312,50,0.6,singer
1.3009028441109,50,0.6,sinu
0.12187204901848,50,0.7,bernoulli
0.13246251422545,50,0.7,chebyshev
0.11399635912195,50,0.7,circle
0.11947249591849,50,0.7,gauss
0.12315239734773,50,0.7,logistic
0.10791195785532,50,0.7,sine
0.12161763440683,50,0.7,singer
0.14730279737304,50,0.7,sinu
0.10016553692182,50,0.8,bernoulli
0.1297130920244,50,0.8,chebyshev
0.097673279608543,50,0.8,circle
0.10186880894348,50,0.8,gauss
0.11088197554519,50,0.8,logistic
0.10619623648663,50,0.8,sine
0.11676000593442,50,0.8,singer
1.1950577849742,50,0.8,sinu
0.11355422224679,50,0.9,bernoulli
0.14178194232922,50,0.9,chebyshev
0.10346996957508,50,0.9,circle
0.11526062638755,50,0.9,gauss
0.11768868801803,50,0.9,logistic
0.11086928789778,50,0.9,sine
0.13524963614764,50,0.9,singer
1.207022389252,50,0.9,sinu
0.1186711625419,60,0.1,bernoulli
0.087261303614827,60,0.1,chebyshev
0.098014481287362,60,0.1,circle
0.16112533033674,60,0.1,gauss
0.11835275592791,60,0.1,logistic
0.090934138881297,60,0.1,sine
0.077311900556626,60,0.1,singer
1.2675397807132,60,0.1,sinu
0.17343821019303,60,0.2,bernoulli
0.088971357288453,60,0.2,chebyshev
0.088548018024199,60,0.2,circle
0.10668442731083,60,0.2,gauss
0.090080892146811,60,0.2,logistic
0.10150416297931,60,0.2,sine
0.10078639382278,60,0.2,singer
0.096072313637264,60,0.2,sinu
0.094087358610745,60,0.3,bernoulli
0.10538700384868,60,0.3,chebyshev
0.090994941977511,60,0.3,circle
0.10658884156992,60,0.3,gauss
0.09952481148518,60,0.3,logistic
0.097989389736126,60,0.3,sine
0.097942924511033,60,0.3,singer
0.27555637715648,60,0.3,sinu
0.10542452873826,60,0.4,bernoulli
0.10184296965814,60,0.4,chebyshev
0.11811450468319,60,0.4,circle
0.17753265200063,60,0.4,gauss
0.096184566061623,60,0.4,logistic
0.09831445125731,60,0.4,sine
0.10579896255205,60,0.4,singer
1.2637953225223,60,0.4,sinu
0.11012637634824,60,0.5,bernoulli
0.11454513199976,60,0.5,chebyshev
0.10801701241273,60,0.5,circle
0.10080721218127,60,0.5,gauss
0.11895314203811,60,0.5,logistic
0.10174141310228,60,0.5,sine
0.11303409570323,60,0.5,singer
0.11669660014006,60,0.5,sinu
0.11380949010576,60,0.6,bernoulli
0.11333508484533,60,0.6,chebyshev
0.1167119966392,60,0.6,circle
0.12729476967641,60,0.6,gauss
0.10039681375356,60,0.6,logistic
0.12624604639254,60,0.6,sine
0.12025752172186,60,0.6,singer
1.1980013976205,60,0.6,sinu
0.1044735759957,60,0.7,bernoulli
0.12040647630636,60,0.7,chebyshev
0.12584867565892,60,0.7,circle
0.11152903285826,60,0.7,gauss
0.11012271815175,60,0.7,logistic
0.1325776561084,60,0.7,sine
0.12799144817805,60,0.7,singer
0.11370345270063,60,0.7,sinu
0.12669385441367,60,0.8,bernoulli
0.13133192274735,60,0.8,chebyshev
0.10575184696166,60,0.8,circle
0.12835538112297,60,0.8,gauss
0.1030808230217,60,0.8,logistic
0.1128503214572,60,0.8,sine
0.13101715169296,60,0.8,singer
0.11488279870766,60,0.8,sinu
0.1219817891441,60,0.9,bernoulli
0.13353579048525,60,0.9,chebyshev
0.10529166569497,60,0.9,circle
0.10102379152061,60,0.9,gauss
0.11995972876368,60,0.9,logistic
0.10720377952545,60,0.9,sine
0.12500027072139,60,0.9,singer
0.12941605010084,60,0.9,sinu
0.12540437690114,70,0.1,bernoulli
0.082895014279284,70,0.1,chebyshev
0.093286106160401,70,0.1,circle
0.23597294567792,70,0.1,gauss
0.092336745313282,70,0.1,logistic
0.0888870345574,70,0.1,sine
0.081647609778642,70,0.1,singer
1.2737574199297,70,0.1,sinu
0.086859736857636,70,0.2,bernoulli
0.10407791279663,70,0.2,chebyshev
0.094995752195611,70,0.2,circle
0.10456629641786,70,0.2,gauss
0.097036426111262,70,0.2,logistic
0.090704541118477,70,0.2,sine
0.090105625773274,70,0.2,singer
0.099455360901662,70,0.2,sinu
0.099876663401827,70,0.3,bernoulli
0.10883123486693,70,0.3,chebyshev
0.16300699064577,70,0.3,circle
0.13793089071949,70,0.3,gauss
0.096227833931628,70,0.3,logistic
0.10900000317274,70,0.3,sine
0.10389219899933,70,0.3,singer
0.08608996408082,70,0.3,sinu
0.098920187006814,70,0.4,bernoulli
0.12256648391282,70,0.4,chebyshev
0.098714347850578,70,0.4,circle
0.10667213440192,70,0.4,gauss
0.12733919224244,70,0.4,logistic
0.11237926084428,70,0.4,sine
0.10845194052656,70,0.4,singer
0.11460078595887,70,0.4,sinu
0.10760476811916,70,0.5,bernoulli
0.11664829857402,70,0.5,chebyshev
0.099477380779614,70,0.5,circle
0.11971116246141,70,0.5,gauss
0.10988285897392,70,0.5,logistic
0.16229963441085,70,0.5,sine
0.12375595220954,70,0.5,singer
1.2445797247702,70,0.5,sinu
0.097658026376474,70,0.6,bernoulli
0.13543925501197,70,0.6,chebyshev
0.097428598616664,70,0.6,circle
0.11794208196995,70,0.6,gauss
0.12576312003011,70,0.6,logistic
0.1134586923729,70,0.6,sine
0.11844284035574,70,0.6,singer
0.11866822293286,70,0.6,sinu
0.119682149741,70,0.7,bernoulli
0.12583349556516,70,0.7,chebyshev
0.11648121703764,70,0.7,circle
0.10376467939902,70,0.7,gauss
0.10126197074883,70,0.7,logistic
0.096105029844842,70,0.7,sine
0.12962642504715,70,0.7,singer
1.0873873616047,70,0.7,sinu
0.11896780615312,70,0.8,bernoulli
0.11766458439043,70,0.8,chebyshev
0.10842607298342,70,0.8,circle
0.12223394857149,70,0.8,gauss
0.10038738618797,70,0.8,logistic
0.12480211425075,70,0.8,sine
0.11413054070321,70,0.8,singer
0.1132809029478,70,0.8,sinu
0.10326909414583,70,0.9,bernoulli
0.12809643487356,70,0.9,chebyshev
0.098717245025814,70,0.9,circle
0.11328981736162,70,0.9,gauss
0.13121790543948,70,0.9,logistic
0.11586819228649,70,0.9,sine
0.12204832336302,70,0.9,singer
1.1712366905919,70,0.9,sinu
0.090916422225212,80,0.1,bernoulli
0.085534483323919,80,0.1,chebyshev
0.11548165007726,80,0.1,circle
0.23275330154017,80,0.1,gauss
0.27762541147053,80,0.1,logistic
0.10367318185539,80,0.1,sine
0.081193297795352,80,0.1,singer
0.089914596645783,80,0.1,sinu
0.10401901114615,80,0.2,bernoulli
0.089343723736412,80,0.2,chebyshev
0.087375065732992,80,0.2,circle
0.10494521223253,80,0.2,gauss
0.10403770976867,80,0.2,logistic
0.092490244630516,80,0.2,sine
0.098376754261469,80,0.2,singer
0.1044912200925,80,0.2,sinu
0.11426855514559,80,0.3,bernoulli
0.10192903196874,80,0.3,chebyshev
0.13719914522962,80,0.3,circle
0.11106154247308,80,0.3,gauss
0.10936426573439,80,0.3,logistic
0.10725302227412,80,0.3,sine
0.10659627595306,80,0.3,singer
0.10369372489625,80,0.3,sinu
0.10923291450169,80,0.4,bernoulli
0.11041136142169,80,0.4,chebyshev
0.11344722956573,80,0.4,circle
0.10274494542586,80,0.4,gauss
0.09916491660367,80,0.4,logistic
0.11140200495025,80,0.4,sine
0.10970213697695,80,0.4,singer
0.48946436227373,80,0.4,sinu
0.20290100881073,80,0.5,bernoulli
0.11768889471374,80,0.5,chebyshev
0.10393604615489,80,0.5,circle
0.13401503347099,80,0.5,gauss
0.11565874847479,80,0.5,logistic
0.12335314737213,80,0.5,sine
0.10987763247166,80,0.5,singer
0.11442431138535,80,0.5,sinu
0.1038183758348,80,0.6,bernoulli
0.11861106900111,80,0.6,chebyshev
0.11445093382811,80,0.6,circle
0.099398620415932,80,0.6,gauss
0.11129040701614,80,0.6,logistic
0.11465122595618,80,0.6,sine
0.11677990752287,80,0.6,singer
0.12140933297936,80,0.6,sinu
0.099258948303878,80,0.7,bernoulli
0.12729184206198,80,0.7,chebyshev
0.096813357669977,80,0.7,circle
0.095835527615425,80,0.7,gauss
0.10103801535901,80,0.7,logistic
0.10840029039111,80,0.7,sine
0.11050271376228,80,0.7,singer
1.2022598195116,80,0.7,sinu
0.11922282802348,80,0.8,bernoulli
0.11566589263559,80,0.8,chebyshev
0.10036328050879,80,0.8,circle
0.11779351595073,80,0.8,gauss
0.11214597782555,80,0.8,logistic
0.12394280473984,80,0.8,sine
0.11192620771005,80,0.8,singer
0.94854257885669,80,0.8,sinu
0.15273705887329,80,0.9,bernoulli
0.12999153051057,80,0.9,chebyshev
0.10180639308685,80,0.9,circle
0.11375009525828,80,0.9,gauss
0.1341200975628,80,0.9,logistic
0.12878123298142,80,0.9,sine
0.095606829486829,80,0.9,singer
0.12498997483592,80,0.9,sinu
0.078907297543102,90,0.1,bernoulli
0.093662469470026,90,0.1,chebyshev
0.095427285476144,90,0.1,circle
0.09452656395063,90,0.1,gauss
0.071974856594018,90,0.1,logistic
0.092516299719883,90,0.1,sine
0.089982481637715,90,0.1,singer
0.097080306659759,90,0.1,sinu
0.095102865337096,90,0.2,bernoulli
0.1053509593198,90,0.2,chebyshev
0.13159270766043,90,0.2,circle
0.095545370097685,90,0.2,gauss
0.092097406285248,90,0.2,logistic
0.096751610322083,90,0.2,sine
0.10786984211439,90,0.2,singer
1.1573792923552,90,0.2,sinu
0.14889945054513,90,0.3,bernoulli
0.11508294913537,90,0.3,chebyshev
0.096007310164423,90,0.3,circle
0.1714006289288,90,0.3,gauss
0.094820402276081,90,0.3,logistic
0.099682585272764,90,0.3,sine
0.095913286186379,90,0.3,singer
0.10648969531101,90,0.3,sinu
0.10380482084095,90,0.4,bernoulli
0.096746331880067,90,0.4,chebyshev
0.10683163475116,90,0.4,circle
0.095823873128249,90,0.4,gauss
0.10848498758215,90,0.4,logistic
0.10456274306079,90,0.4,sine
0.11462646449292,90,0.4,singer
0.10608551246047,90,0.4,sinu
0.10908476777058,90,0.5,bernoulli
0.11823104679566,90,0.5,chebyshev
0.10350183066449,90,0.5,circle
0.1469706734261,90,0.5,gauss
0.10586961083379,90,0.5,logistic
0.1158406320744,90,0.5,sine
0.11032098907524,90,0.5,singer
1.1882975749672,90,0.5,sinu
0.10629076281586,90,0.6,bernoulli
0.11623449668839,90,0.6,chebyshev
0.093695522953557,90,0.6,circle
0.097918179861188,90,0.6,gauss
0.098185675787325,90,0.6,logistic
0.1229441667072,90,0.6,sine
0.11079462722817,90,0.6,singer
1.0141508807526,90,0.6,sinu
0.11654946080104,90,0.7,bernoulli
0.11864090077844,90,0.7,chebyshev
0.10328797768161,90,0.7,circle
0.10773444707809,90,0.7,gauss
0.10814575966887,90,0.7,logistic
0.099632407225505,90,0.7,sine
0.10661371411447,90,0.7,singer
0.13628820638837,90,0.7,sinu
0.10910764041355,90,0.8,bernoulli
0.12369452499964,90,0.8,chebyshev
0.094620583175999,90,0.8,circle
0.12517263602314,90,0.8,gauss
0.12472700440927,90,0.8,logistic
0.10329207225487,90,0.8,sine
0.1218545417525,90,0.8,singer
0.96563513134539,90,0.8,sinu
0.11614210928253,90,0.9,bernoulli
0.12564513212782,90,0.9,chebyshev
0.10234121794874,90,0.9,circle
0.11449582971961,90,0.9,gauss
0.12948222905259,90,0.9,logistic
0.11807979278029,90,0.9,sine
0.12805016230477,90,0.9,singer
0.13191976131518,90,0.9,sinu
0.082612104061717,100,0.1,bernoulli
0.087510578433628,100,0.1,chebyshev
0.081893999980422,100,0.1,circle
0.10903704628936,100,0.1,gauss
0.090410569485168,100,0.1,logistic
0.19928608249842,100,0.1,sine
0.13136185166021,100,0.1,singer
1.1413517860202,100,0.1,sinu
0.086900491989271,100,0.2,bernoulli
0.10067847281172,100,0.2,chebyshev
0.097697702361902,100,0.2,circle
0.095454669450155,100,0.2,gauss
0.10736409716587,100,0.2,logistic
0.10008653653712,100,0.2,sine
0.097766545601586,100,0.2,singer
0.099406701643682,100,0.2,sinu
0.1171583972812,100,0.3,bernoulli
0.10670879344203,100,0.3,chebyshev
0.10466191969215,100,0.3,circle
0.12810454319231,100,0.3,gauss
0.10441950815631,100,0.3,logistic
0.10958042027393,100,0.3,sine
0.10931148279727,100,0.3,singer
0.10858512112225,100,0.3,sinu
0.10966869479098,100,0.4,bernoulli
0.10573561458914,100,0.4,chebyshev
0.11227962579761,100,0.4,circle
0.1081637058302,100,0.4,gauss
0.099042765668054,100,0.4,logistic
0.11228839362423,100,0.4,sine
0.1210257571443,100,0.4,singer
0.10899580359862,100,0.4,sinu
0.11582995897162,100,0.5,bernoulli
0.11711157389004,100,0.5,chebyshev
0.10197019230912,100,0.5,circle
0.0991083355891,100,0.5,gauss
0.097357195634242,100,0.5,logistic
0.096398842881926,100,0.5,sine
0.12718307152443,100,0.5,singer
0.10602114855506,100,0.5,sinu
0.10351253267995,100,0.6,bernoulli
0.12576235431043,100,0.6,chebyshev
0.11673690962607,100,0.6,circle
0.10618890017915,100,0.6,gauss
0.10617918445341,100,0.6,logistic
0.1139564204046,100,0.6,sine
0.1239333036806,100,0.6,singer
0.12787839000085,100,0.6,sinu
0.087501761863441,100,0.7,bernoulli
0.12201570356536,100,0.7,chebyshev
0.10314981314059,100,0.7,circle
0.11705827381895,100,0.7,gauss
0.11756048933747,100,0.7,logistic
0.11110386649612,100,0.7,sine
0.10390735530659,100,0.7,singer
0.12536770699238,100,0.7,sinu
0.10899619363108,100,0.8,bernoulli
0.1166736022111,100,0.8,chebyshev
0.11930504987976,100,0.8,circle
0.098902621134289,100,0.8,gauss
0.097045485786588,100,0.8,logistic
0.10252985623285,100,0.8,sine
0.12065821811945,100,0.8,singer
0.11807885424034,100,0.8,sinu
0.099680657407092,100,0.9,bernoulli
0.13120202401964,100,0.9,chebyshev
0.10873892806441,100,0.9,circle
0.09545388381343,100,0.9,gauss
0.13222641286933,100,0.9,logistic
0.11624098399421,100,0.9,sine
0.1119907717731,100,0.9,singer
0.1280007329816,100,0.9,sinu
