1,602.33308572022
2,429.8728592982
3,378.5522434923
4,340.67749035132
5,317.64850251072
6,289.97598852354
7,292.00742223998
8,278.87815151095
9,282.32484379672
10,275.97896396199
11,273.82636905588
12,266.52951651415
13,264.70233780535
14,269.14644126927
15,267.33040989905
16,262.98696525882
17,272.09087954478
18,258.92487631554
19,262.12691749118
20,259.21306956917
21,264.03897294347
22,254.83393414738
23,259.31293482448
24,258.27865891183
25,254.75418350823
26,256.92956067752
27,262.00128043378
28,258.74749081682
29,261.44292357278
30,261.12104231164
31,252.07689986984
32,255.32146309583
33,251.62227162078
34,250.9141932981
35,251.66834642323
36,253.55447829595
37,253.77432048907
38,255.65637358201
39,253.31657962241
40,253.23302595138
=== Fixed Pbest
