7970;7107,2590347974;9,7586761130534;16,8615;19,074552848907
7962;7974,0936;6,2;8,86;13,12
7935;7961,8231896512;4,3311661192916;16,8615;19,274083652928
7805;7837,0757800117;10,1115;12,504809755924;19,656557150962
7758;7731,3754187;7,1076297714425;13,698799910041;19,994082027545
7643;7633,7755463679;7,7931644846152;12,423164484615;15,153164484615
7532;7531,3695467358;4,544590265231;10,631048598002;12,050474813943
7451;7400,4817212965;7,8574744276314;15,966865051661;15,465709670685
7449;7440,595651008;6,3804474399235;11,428683551072;16,864554210258
7427;7415,181628853;8,8246708855171;4,875;15,208791545378
7406;7408,4103159832;7,1819167779158;16,8615;20,25
7365;7363,4533530434;10,1115;16,8615;19,996833699244
7350;7350,9976082011;8,7087088084232;16,8615;20,25
7303;7310,9590769165;3,25;16,800655573121;8,632461130552
7252;7237,2273;7,22;12,44;12,62
7245;6693,1944917929;4,8661370201094;16,186696046546;20,25
7166;7169,0188548003;9,9938732217983;16,8615;19,38327860345
7119;7141,7303138559;7,2827201255472;16,8615;15,366249639441
7111;6796,934976;10,1115;16,8615;20,25
7044;7110,18;7,08;12,34;14,68
7040;6192,321871;10,1115;16,8615;20,25
7028;7025,833070376;5,0231288541604;7,4531288541604;12,393130590351
6942;6939,7216608085;9,5051514256137;16,8615;13,381046391471
6814;6811,7984967456;5,0515758841333;16,8615;20,25
6809;6804,8644556046;10,024859777616;16,8615;16,895450055487
6802;6802,4936;7,34;8,77;14,52
6787;3618,7107552228;8,526965826705;16,8615;18,798133361017
6764;6754,678288366;9,8730306030923;16,8615;16,964207686454
6761;6757,9271627129;6,5510919094138;8,749327152467;12,449924375102
6725;6726,5041776632;5,2834738144299;16,8615;18,465808014958
6690;6683,3613;7,29;9,89;14,38
6600;6519,8841565393;6,7095170213142;12,935984903134;19,020087332991
6474;6472,4131423171;6,4498703844746;12,529870384475;14,689870384475
6433;6438,758;7,23;11,35;14,32
6416;5309,1898966599;5,3156562418246;16,8615;19,928571171175
6412;6422,1417181793;8,1417822824876;12,486491484029;15,209429851955
6400;6394,3459818973;9,9470308886763;15,723499638592;16,865270472207
6360;4444,178899;10,1115;16,8615;20,25
6337;6357,5694;7,27;12,41;14,72
6240;6247,5188677101;5,8469893322237;11,856989332224;14,316989332224
6232;3336,8073794955;9,337166638964;16,8615;19,781272541203
6173;6173,8111524488;6,1146439698152;16,8615;13,938757684912
6160;6160,3357752619;3,8758561175121;8,8611486521617;14,831138235017
6117;6103,7830714977;4,9963708379561;9,1645991362461;11,659904692327
6062;5090,1952736312;10,1115;16,8615;19,169290339563
6051;6055,256870689;6,1137149328878;5,3943156279042;13,111359898069
6048;6047,8756693265;8,1676589583854;14,346474930261;14,089430660095
6035;6028,6249666153;4,768169105073;6,7493505289115;12,13405278569
6024;6042,0822764639;10,1115;16,8615;15,634134529237
6023;6010,5605092175;5,8500179672265;4,875;16,100008418177
5993;7090,4033135056;3,25;4,875;8,1285296979208
5985;5974,6325658351;4,7841521737928;7,2317997432607;11,739449048919
5971;5968,809;5,69;9,67;14,22
5962;5965,3001545041;8,2647808433812;8,2900820589849;12,055971816269
5944;5914,4138117513;7,0651759900902;4,875;12,625767136057
5940;5948,4308069332;6,7729465942513;4,875;11,244132358567
5927;5920,2905205606;7,0613864336853;12,997857787887;15,428444593377
5885;5896,5700373354;6,09615616625;6,8738089442904;12,142631860929
5882;5871,1253008547;3,25;4,875;12,037588085782
5880;4764,2817766932;8,7493002376857;16,8615;20,25
5880;5877,23028;5,19;8,51;14,2
5876;5878,4589387637;7,1664157209112;9,9864157209112;13,726415720911
5873;5880,6658461038;7,7181403664236;11,794607380148;17,364602171576
5865;5865,5783669692;6,1853960100813;4,875;8,125
5863;5873,5169045504;5,6902707490416;7,2049825548691;12,560863631199
5856;5818,9540769462;3,2870146588182;6,670542436521;8,125
5800;5817,6440457524;6,852538956171;5,9949061443251;8,4443245474076
5791;5788,551981571;7,2317554327849;4,875;9,7677423103449
5782;5795,4927845302;5,2405767722262;5,7723536825087;11,317643612872
5778;5759,8696829252;6,9819256240762;12,94486833248;15,590748540715
5775;5780,226499811;7,9907058668121;6,5795418048817;12,097185901968
========================

7970,7375.998672,10.1115,16.8615,20.25
7962,7957.82394,7.38,7.66,14.35
7935,7957.2514533203,6.5152429911645,14.098762956009,19.841693511077
7805,7808.7227823121,5.8867367182989,16.8615,18.044954599444
7758,7732.1938414509,7.0836395257952,14.185986747755,19.694212441759
7643,7667.6220232618,6.9959032301038,12.495903230104,15.265903230104
7532,7532.3328,5.91,8.24,14.65
7451,7456.0079456474,5.3522574386732,16.821064729594,14.607552577609
7449,7448.1655200511,9.2623779176253,12.888264202528,15.533560209559
7427,7416.5698809546,4.9660431094039,8.2207471023728,13.36544762296
7406,7428.7562680339,9.6131910035127,16.8615,19.176126767153
7365,7372.4109416535,10.1115,16.540954703592,20.25
7350,7168.7344142613,10.1115,15.35873430898,19.428732572789
7303,7299.3304154228,5.3365782509839,4.875,12.854810021655
7252,7272.0456481529,5.8624194685651,12.013002801673,13.601243253299
7245,6754.5814716283,9.0823065572252,16.8615,19.91641506375
7166,7173.633375,3.25,16.8615,20.25
7119,7108.7805096404,8.4358242549732,11.037010887384,18.662873733711
7111,6706.504431505,10.1115,16.8615,19.79993557645
7044,7040.2879245198,8.0169938194742,11.911117951716,14.736999896142
7040,6166.7353448921,9.6178375244474,16.8615,20.25
7028,7044.6243048997,4.0108996235507,8.3314786161819,10.761492505708
6942,6941.9032853395,5.8625974410637,16.396098307809,14.503182510363
6814,6813.8737923532,5.193997433568,16.8615,20.25
6809,6803.5181700435,3.2945583412029,16.8615,18.008063548425
6802,6797.2430166206,6.5421789448637,8.107483632849,15.844527034919
6787,3745.772316,8.6413179721409,16.8615,20.25
6764,6758.9763468087,8.9142316927965,13.913058081817,18.946578914756
6761,6748.9402295836,5.9552346465917,8.0052346465917,13.385234646592
6725,6735.7474839327,6.4133849634234,16.8615,18.52690058779
6690,6690.22284,6.92,10.72,12.98
6600,6614.4769574208,6.0844754904701,16.8615,10.898603095094
6474,6507.8154233884,5.7777174455328,12.587717445533,14.797717445533
6433,6427.7456,7.1,11.59,14.07
6416,5304.9581564083,5.3983403671561,16.8615,19.885965366143
6412,6402.7421571793,9.4785427548886,12.770317060885,14.710908206852
6400,6415.6523310611,7.5473157288059,16.8615,15.234963298274
6360,4396.8668060363,5.9956062057226,16.8615,20.21264439922
6337,6384.4326,6.41,12.49,14.76
6240,6257.01744,6.18,11.44,14.65
6232,3375.464020748,9.0399681684314,16.8615,20.25
6173,6178.4647062732,10.1115,16.8615,13.526037663655
6160,6158.112,6.96,9.79,14.08
6117,6117.6213261159,5.7093033155529,7.3957764059455,13.807539426701
6062,5190.4080027585,9.3722871505549,16.8615,20.25
6051,6047.4723523813,10.1115,4.875,13.74811825397
6048,6029.6834406293,8.4784385626904,14.1884368265,14.175501062859
6035,6066.0975895784,5.962610959295,4.875,13.919077104924
6024,6010.0323450421,9.7126213697666,16.570844459484,16.378502446097
6023,6024.8360893852,3.8904680149337,7.4786954451282,13.328104299161
5993,7088.832725,3.25,4.875,8.125
5985,5989.2589688869,6.4741445779199,7.6347418005547,11.157099439659
5971,5964.435,6.52,10.54,12.88
5962,5961.6648,6.68,8.02,12.84
5944,5961.6182739372,3.25,7.7404351037128,11.633968089988
5940,5947.0175889255,8.7931596027608,4.875,10.734355784221
5927,5924.0317401164,5.4944050923765,13.766155959797,14.108520543665
5885,5892.3631091296,9.4497320520917,4.875,13.492094031673
5882,5905.0131413142,6.4476641092367,5.0029705334127,11.237671054
5880,4728.5678253151,10.1115,16.8615,19.828008786925
5880,5891.040110082,7.4892567713964,8.0586751744789,14.62161267431
5876,5874.3745828092,3.5297344563891,8.6932552893286,14.816195393446
5873,5880.6093466768,6.420272190736,16.8615,16.604381565356
5865,5863.0406267808,3.9809503719824,4.875,8.4495679747982
5863,5860.8135747935,8.5117408924397,9.9923311703113,9.8658806503992
5856,5860.8102706227,4.966375164745,4.875,10.17616922045
5800,5786.7400093837,10.1115,4.875,9.1160642143796
5791,5807.5996644654,5.2975563642355,5.2593350107088,9.5063923023051
5782,5764.7277350861,10.1115,4.875,11.398241619485
5778,5773.9431168177,8.4491073719288,13.121460670556,13.74676188616
5775,5775.7791140511,5.1554227403636,7.1418975669471,12.318366316863
7970,5674.7047931966,7.5594597677544,13.872485904824,14.928719087549
7962,7972.9831641974,5.6741826844638,8.9009158620924,13.201886860862
7935,7956.1506947965,5.3821100619142,13.656644675801,20.005540047604
7805,7621.3676407388,9.7555095688294,16.8615,15.992827460528
7758,7653.4396659211,8.6116715937451,15.701917939053,18.350756741448
7643,7630.8962064567,3.25,12.209201339558,15.66586414616
7532,7533.198893441,5.6937545969513,9.9337545969513,12.663754596951
7451,7465.1445447373,4.1252396459422,15.983765874428,15.770151491546
7449,7119.9780808462,7.4202337815135,12.390233781513,14.970233781513
7427,7438.3225,7.39,7.94,13.09
7406,5644.6599916937,7.8708705153434,12.584720191184,14.459140583686
7365,7227.6066433585,3.25,16.270037299131,20.25
7350,7267.4993634058,9.8502529541496,15.475407523015,19.931187314847
7303,7291.4287119416,5.4497022469829,7.8598261672119,11.614748859645
7252,7253.8057130541,7.5332726318793,11.179563519736,14.354259043586
7245,5767.468205973,5.0436199903907,15.638899522034,16.481458526465
7166,7059.7431748401,9.32512764706,16.8615,18.904754105023
7119,6884.3572218326,8.4238013411951,13.655920295952,16.065849521323
7111,6631.3748127933,6.2662713859473,16.8615,20.25
7044,7044.3863675675,5.1578463795234,14.303488849983,12.230685173043
7040,4766.1840670135,5.4045261795565,13.93812917071,15.375576676037
7028,7077.7212671174,5.5782416957883,7.8794605077508,11.480461497365
