iterasi;mae
1,574.3978305352
2,482.95615750308
3,450.0922049727
4,405.67504528937
5,390.61324641629
6,384.03153233975
7,332.03043481557
8,332.03043481557
9,332.03043481557
10,332.03043481557
11,332.03043481557
12,332.03043481557
13,332.03043481557
14,332.03043481557
15,332.03043481557
16,332.03043481557
17,332.03043481557
18,332.03043481557
19,332.03043481557
20,332.03043481557
21,332.03043481557
22,332.03043481557
23,332.03043481557
24,332.03043481557
25,332.03043481557
26,332.03043481557
27,332.03043481557
28,332.03043481557
29,332.03043481557
30,332.03043481557
31,332.03043481557
32,332.03043481557
33,332.03043481557
34,332.03043481557
35,332.03043481557
36,332.03043481557
37,332.03043481557
38,332.03043481557
39,332.03043481557
40,332.03043481557
