7970,6887.1692569559,8.1769155190054,16.8615,18.629019883696
7962,7955.426383774,7.1989778459978,8.75538386325,12.929606635638
7935,7932.9428945732,8.3211001187629,16.8615,18.986964698471
7805,7596.8849676047,7.1242533184959,16.8615,16.770268298005
7758,7654.3987498426,4.8101822807608,16.8615,17.867270543665
7643,7652.9775301746,6.0740108334574,12.182359058463,15.56953714776
7532,7531.5575338085,5.8788801778285,8.3181613648419,14.559735061044
7451,7314.264095688,6.3456726796457,14.401814076905,17.116473300413
7449,7431.2422892994,5.4080736704888,16.8615,13.33980881619
7427,7418.2325,5.58,7.56,13.77
7406,7399.2478929606,8.7711870574105,16.8615,19.391524120128
7365,7349.6314212021,5.4004607536104,16.8615,20.25
7350,7138.1532823388,9.2391999862912,16.401272827596,19.270491856164
7303,7302.9186977939,5.4731173453748,7.7515559043298,11.678158701748
7252,7239.7114239658,5.3816677538216,11.046508423469,14.865312588649
7245,6302.1499718392,6.0026669386128,16.8615,18.138646669176
7166,6966.1364924489,6.6592122405129,16.8615,18.75647767492
7119,7190.5555169991,6.7398978963122,14.253559292973,17.410496212007
7111,5923.7600761337,8.8674933044531,16.8615,16.17086246027
7044,7050.33,5.62,12.35,14.66
7040,5372.5764117845,8.3713931896206,15.730375353862,16.613737924706
7028,7042.6107726243,6.4531676976291,7.2812079212498,12.435337671458
6942,6942.1605721948,6.6383040382484,15.45160804207,15.938357482473
6814,6597.4919386518,5.8050744455252,16.8615,18.703926072257
6809,6812.7460240939,3.25,16.8615,18.077887523625
6802,6800.40228,6.07,8.93,14.45
6787,3441.8255741551,7.572817537952,16.8615,16.776958020878
6764,6759.4600004047,4.9985062367344,16.837532453768,17.348331472616
6761,6767.6411321971,5.3073661449941,8.3905655091571,13.224441765883
6725,6740.7059395557,9.3954920157269,16.8615,18.55967293163
6690,6690.4284560638,4.5074818077285,10.345139084836,13.915509159721
6600,6589.4284279229,4.5186365765458,15.171946739169,14.511842389201
6474,6477.3242310874,6.8140758306709,12.158376970321,15.511307140297
6433,6433.3217373845,5.8957207860025,11.749772580539,13.952797163169
6416,4813.2886275193,7.9646364981197,15.936973925334,16.841690853544
6412,6426.1913028228,6.2106816307337,12.550681630734,15.140681630734
6400,6329.7250217045,9.3377859264121,15.796370632047,16.327559406259
6360,3442.6128608468,7.7050341506581,12.030028064251,16.425073700084
6337,6335.7417275711,7.5933587329799,11.123563210397,15.746073168698
6240,6257.2104,6.1,11.58,14.55
