7970;5293,7950919286;6,3942194627653;11,644219462765;15,014219462765
7962;7965,0395848425;10,1115;4,875;17,359473838868
7935;7391,05752;10,1115;4,875;20,25
7805;7078,4182907541;3,25;16,8615;15,951524585894
7758;6402,31137;10,1115;4,875;20,25
7643;7593,8380573703;6,9139709456948;12,343970945695;15,143970945695
7532;7535,78448;7,13;8,63;13,95
7451;6422,4472391679;5,1439858685158;12,573985868516;15,043985868516
7449;7300,744248;10,1115;4,875;20,25
7427;7421,6478;6,61;8,48;12,78
7406;6883,5281904198;3,25;16,8615;18,558752943281
7365;5540,5484873521;5,3690845679803;12,49908456798;15,18908456798
7350;6339,305025;10,1115;4,875;20,25
7303;7532,296811652;10,1115;4,875;12,18734324264
7252;7265,73015;6,87;11,83;13,64
7245;5469,712248;10,1115;4,875;20,25
7166;5328,565970768;6,7080333477191;12,348033347719;14,558033347719
7119;6636,33467375;10,1115;4,875;20,25
7111;5248,662744;10,1115;4,875;20,25
7044;7073,2873480323;6,5729905282322;12,332990528232;14,612990528232
7040;4464,2764451071;5,2360380801124;12,496038080112;14,836038080112
7028;7107,1966661347;10,1115;8,3334925964144;9,209378174604
6942;5808,7921413571;5,2820463442941;12,542046344294;13,852046344294
6814;5118,734806;10,1115;16,8615;8,125
6809;5542,0067644459;7,825521437466;12,735521437466;15,255521437466
6802;6798,88132;5,5;9,94;12,71
6787;2763,4608693846;5,2493198058554;12,089319805855;15,099319805855
6764;5561,4632265318;6,3659712866056;12,465971286606;14,915971286606
6761;6785,1945;6,95;8,51;12,69
6725;5193,5747950999;7,054534818506;12,334534818506;15,124534818506
6690;6694,4283;6,08;10,97;12,65
6600;6245,432424;9,867848390812;16,8615;8,125
6474;6501,6438837183;6,2268439793873;12,606843979387;14,716843979387
6433;6464,2788;6,91;12,42;13,49
6416;4031,2123425914;5,3263579958868;12,516357995887;15,206357995887
6412;6341,11968;6,73;12,47;14,81
6400;5332,94712;3,25;16,8615;8,125
6360;3228,4675496846;7,4916420307384;12,401642030738;14,411642030738
6337;6322,8438;7,41;12,12;14,83
6240;6244,08912;5,84;11,66;14,45
6232;2450,6340058028;5,2349295352856;12,494929535286;14,394929535286
6173;5377,3828;10,1115;16,8615;8,125
6160;6157,008;5,32;10,31;13,66
6117;6168,47445;6,48;8,27;12,79
6062;3965,4866032246;3,25;14,112692595761;14,379166051432
6051;6999,3856;5,88;7,82;12,58
6048;5871,854808;10,1115;16,8615;8,125
6035;6560,9732;7,19;7,74;12,71
6024;4653,90681556;7,494567849734;12,574567849734;13,394567849734
6023;6211,8408;10,1115;4,875;8,125
5993;8578,8964803765;10,1115;6,1816830285174;8,125
5985;6583,5968;5,48;8;12,96
5971;5956,2945;6,39;10,28;13,2
5962;5969,28528;5,46;8,24;12,96
5944;6567,0252;7,42;7,52;12,56
5940;7341,62;5,39;7,76;12,64
5927;5837,843732;3,25;16,8615;8,125
5885;6372,756;6,11;8;12,73
5882;7134,46272;5;8,26;12,69
5880;3539,8748901813;6,8660168685175;12,606016868517;14,796016868517
5880;5871,14096;7,1;8,18;14,37
5876;5875,38432;6,51;9,73;13,93
5873;5226,6273468272;6,86860612899;12,55860612899;15,08860612899
5865;8721,24795;6,29;7,56;12,69
5863;6254,67066;6,31;8,26;12,91
5856;7942,263;5,7;8,07;12,54
5800;7856,709;5,3;7,59;12,7
5791;7877,9344;5,66;7,67;12,68
5782;7067,164;6,64;7,5;12,71
5778;5810,674;3,25;16,8615;8,125
5775;6112,9739;7,18;7,58;12,57
