791,30854732936
470,32479784764
260,60779392684
151,12243948865
94,180378925065
77,496049238286
56,913457843511
42,264764616173
33,597247124669
25,727315398054
26,511006321023
21,897048736191
18,210774356524
19,571503270862
18,633610866084
18,04281388203
19,876054147958
17,321938555379
17,490728306328
17,706096594745
16,981644985574
16,608462321195
15,218235715845
13,919209480935
17,114046069289
19,803285761544
17,619653605158
18,046445678033
18,780094327358
16,695506251639
16,841248554594
15,923519689564
15,422308419281
18,864670587109
18,017025055352
17,55860661406
17,308740304299
14,617405399438
17,150878507758
15,943054049127
